1.06830037854067,1.96095201464414,1.92899169303896,1.02678056062515,1.81016941080343,1.07686263140145,1.6326845999028,1.50877280044778,1.85247027867123,1.40755665973181,1.08237206054962,1.45522664415428
1.39703371580552,1.3775674921356,1.7296478947297,1.84897999970661,1.08694603065352,1.65699367162632,1.50788523187297,1.73079821547996,1.76231928810585,1.29802924548184,1.96321829453261,1.73618258104482
1.29098337483172,1.22148803305881,1.24120494362023,1.09735713484574,1.68958781691715,1.84137002278183,1.303574571993,1.75788819545782,1.80232203742597,1.2325662645663,1.78466875608297,1.61249144776375
1.30942889643341,1.4173533555201,1.12126424821153,1.16189917463898,1.82491001525191,1.20363630876114,1.61712581879325,1.22194373105743,1.58120380089674,1.34677371305729,1.07092373029838,1.66814983201593
1.00376738421794,1.57880896217134,1.39894804703023,1.76608667278946,1.87683820765318,1.36216634109717,1.50226925336861,1.16782158201925,1.58365437415599,1.74347419698884,1.26517871686499,1.27324219060747
1.58484421930501,1.56875328885799,1.03113038559963,1.38716625626533,1.80131955342429,1.81579914168259,1.99965770449473,1.11074844939203,1.23315249673703,1.1209219522406,1.27264762403101,1.05806251198894
1.32455826100174,1.88977344282427,1.28000624304638,1.90576206189849,1.23654715588156,1.35092997334475,1.57391189344875,1.2403145400995,1.92973893551609,1.97285994047898,1.0064012124233,1.80657714270362
1.33502628111049,1.50867046579191,1.97439872472286,1.91868065573214,1.25214466231509,1.23957744112219,1.19192284587395,1.83698888208577,1.80833072998018,1.22305323193923,1.22415513788543,1.6096502829388
1.03885237315616,1.22381284191451,1.7203987327965,1.27200487035886,1.34473479415511,1.99304635682751,1.3300673823478,1.66929305515685,1.88281979965177,1.61007362539418,1.57505511705533,1.11936695506767
1.96100359873893,1.14896701003842,1.35968149516717,1.89074253378936,1.1218269505174,1.36608270805612,1.69731967602732,1.45685323162789,1.87475317384803,1.67171840028452,1.37553388689437,1.12689783616313
1.9112958414067,1.56745673323397,1.9638867182489,1.71962657092122,1.79050996517321,1.18804185566867,1.32927685339436,1.82936233832937,1.41185469804884,1.04967558572519,1.10136720822256,1.75658949220394
1.0427219425527,1.43143459057037,1.42588254736079,1.92554174220448,1.04150821549888,1.00093766395046,1.04490869680648,1.00251181377215,1.14990467398889,1.40459019197365,1.89325434756151,1.27173162450629
